CPU,CPU Cores,CPU Threads,CPU TDP (W),GPU,GPU Series,GPU VRAM (GB),GPU Bandwidth (GB/s),GPU TDP (W),Total System TDP (W),Bottleneck Score,RAM (GB),Resolution,Graphics Settings,Min FPS,Avg FPS,Max FPS
Ryzen 7 5800X,8,16,105,RX 6600,RX 6000,8,224,120,225,3.44,16,3840x2160,High,22,27,33
Intel i7-12700F,12,20,65,RX 6900 XT,RX 6000,16,512,200,265,4.5,16,2560x1440,Medium,57,71,88
Intel i9-13900K,24,32,125,GTX 1070,GTX 1000,8,256,120,245,1.72,32,3840x2160,High,22,27,34
Ryzen 3 4100,4,8,65,RX 7700 XT,RX 7000,12,432,200,265,9.38,8,3840x2160,Medium,37,45,53
Ryzen 9 7950X3D,16,32,170,Intel Arc A770,Intel Arc,16,560,150,320,2.03,32,3840x2160,Medium,35,44,53
Intel i5-12600K,10,16,125,GTX 1650 Super,GTX 1000,4,192,300,425,2.5,8,3840x2160,Low,21,28,32
Ryzen 3 4100,4,8,65,RTX 3060 Ti,RTX 3000,8,448,250,315,8.75,32,3840x2160,Low,44,56,69
Intel i3-12100F,4,8,58,RX 6800,RX 6000,16,512,300,358,10.0,16,3840x2160,Low,51,61,70
Ryzen 9 7950X,16,32,170,RX 7700 XT,RX 7000,12,432,250,420,2.34,32,2560x1440,Low,54,73,86
Ryzen 5 7600X,6,12,105,RTX 2060,RTX 2000,6,336,150,255,5.0,16,2560x1440,Medium,36,46,50
Ryzen 9 5900X,12,24,105,GTX 1060,GTX 1000,6,192,120,225,1.88,8,1920x1080,Medium,30,43,52
Ryzen 9 7950X3D,16,32,170,RX 6800,RX 6000,16,512,120,290,2.5,16,1920x1080,High,50,65,83
Ryzen 5 7600X,6,12,105,RX 7900 XTX,RX 7000,24,960,300,405,8.75,32,1920x1080,Low,103,127,155
Intel i7-12700F,12,20,65,GTX 1070,GTX 1000,8,256,150,215,2.75,16,1920x1080,Low,52,64,71
Intel i5-12400F,6,12,65,RX 6800 XT,RX 6000,16,512,300,365,7.08,32,1920x1080,High,51,73,90
Intel i5-12400F,6,12,65,RTX 4060,RTX 4000,8,272,300,365,5.83,8,2560x1440,Ultra,31,42,53
Intel i3-12100F,4,8,58,RX 6900 XT,RX 6000,16,512,120,178,11.25,16,2560x1440,Ultra,45,57,66
Ryzen 9 7950X,16,32,170,RX 7900 XTX,RX 7000,24,960,150,320,3.28,8,2560x1440,Medium,67,85,94
Intel i7-13700K,16,24,125,RX 7800 XT,RX 7000,16,624,150,275,3.54,16,2560x1440,High,48,61,69
Intel i5-12400F,6,12,65,RTX 2080 Ti,RTX 2000,11,616,200,265,7.08,32,1920x1080,High,59,71,88
Intel i7-13700K,16,24,125,Intel Arc A750,Intel Arc,8,512,300,425,2.29,32,2560x1440,High,28,38,41
Intel i7-13700K,16,24,125,RTX 2080 Ti,RTX 2000,11,616,150,275,3.54,16,1920x1080,Low,84,100,122
Intel i5-12600K,10,16,125,RTX 4080,RTX 4000,16,716,300,425,6.56,32,1920x1080,Ultra,57,75,92
Ryzen 5 7600X,6,12,105,RTX 4070,RTX 4000,12,504,250,355,7.08,8,2560x1440,High,47,57,73
Intel i9-14900K,24,32,125,RTX 2060,RTX 2000,6,336,200,325,1.88,32,3840x2160,Medium,28,36,41
Ryzen 7 7800X3D,8,16,120,RTX 3070,RTX 3000,8,448,120,240,5.0,8,2560x1440,Medium,46,66,72
Intel i7-13700K,16,24,125,RTX 4060,RTX 4000,8,272,120,245,2.92,32,2560x1440,Medium,48,60,66
Intel i9-13900K,24,32,125,RTX 3060 Ti,RTX 3000,8,448,300,425,2.19,8,2560x1440,Medium,50,63,73
Intel i9-14900K,24,32,125,RTX 3060,RTX 3000,12,360,150,275,2.03,8,1920x1080,Low,67,81,89
Ryzen 7 7800X3D,8,16,120,GTX 1660,GTX 1000,6,192,150,270,3.12,16,2560x1440,Medium,31,42,49
Ryzen 9 5900X,12,24,105,GTX 1060,GTX 1000,6,192,200,305,1.88,8,1920x1080,Medium,34,47,55
Ryzen 5 7600X,6,12,105,RX 6800,RX 6000,16,512,200,305,6.67,8,3840x2160,Medium,42,54,68
Intel i7-13700K,16,24,125,RTX 4070 Ti,RTX 4000,12,576,300,425,3.75,32,1920x1080,Low,91,110,139
Ryzen 9 7950X3D,16,32,170,RTX 3070,RTX 3000,8,448,250,420,2.5,16,3840x2160,Low,51,65,73
Ryzen 7 5800X,8,16,105,RX 7700 XT,RX 7000,12,432,250,355,4.69,8,3840x2160,Ultra,24,32,39
Ryzen 9 7950X3D,16,32,170,RTX 4090,RTX 4000,24,1012,150,320,3.75,32,3840x2160,Ultra,45,58,64
Intel i9-13900K,24,32,125,RX 6800 XT,RX 6000,16,512,200,325,2.66,8,1920x1080,Ultra,47,57,69
Ryzen 3 4100,4,8,65,GTX 1070,GTX 1000,8,256,250,315,6.88,16,1920x1080,Low,48,65,79
Ryzen 5 7600X,6,12,105,RX 6800,RX 6000,16,512,250,355,6.67,16,2560x1440,Ultra,37,46,53
Intel i3-12100F,4,8,58,RTX 3060,RTX 3000,12,360,300,358,8.12,16,2560x1440,Medium,42,56,62
Intel i5-12600K,10,16,125,RTX 4090,RTX 4000,24,1012,150,275,7.5,8,1920x1080,Low,98,139,158
Ryzen 5 7600X,6,12,105,RTX 3090,RTX 3000,24,936,300,405,8.33,8,2560x1440,High,62,74,96
Ryzen 3 4100,4,8,65,RTX 2060,RTX 2000,6,336,300,365,7.5,16,2560x1440,High,34,46,54
Intel i3-12100F,4,8,58,RX 7600,RX 7000,8,288,150,208,7.5,16,3840x2160,Medium,29,36,41
Ryzen 9 7950X,16,32,170,RX 6900 XT,RX 6000,16,512,250,420,2.81,16,2560x1440,Low,72,95,122
Intel i9-13900K,24,32,125,RX 6800 XT,RX 6000,16,512,120,245,2.66,16,2560x1440,Low,68,83,96
Ryzen 9 7950X3D,16,32,170,RTX 4080 Super,RTX 4000,16,742,300,470,3.38,16,2560x1440,Medium,73,91,113
Ryzen 5 5600X,6,12,65,RTX 4070 Ti,RTX 4000,12,576,200,265,7.5,32,3840x2160,Low,61,73,82
Ryzen 7 7800X3D,8,16,120,RX 6600,RX 6000,8,224,300,420,3.44,8,1920x1080,Ultra,27,38,42
Ryzen 9 7950X,16,32,170,RTX 4070,RTX 4000,12,504,300,470,2.66,8,1920x1080,Medium,62,86,108
Ryzen 9 7950X3D,16,32,170,RTX 2070,RTX 2000,8,448,200,370,2.19,8,1920x1080,Medium,56,74,84
Intel i5-12600K,10,16,125,RX 6900 XT,RX 6000,16,512,250,375,5.62,32,1920x1080,High,53,71,91
Intel i9-12900K,16,24,125,GTX 1660,GTX 1000,6,192,150,275,2.08,16,1920x1080,Ultra,28,37,47
Intel i7-13700K,16,24,125,RTX 3070,RTX 3000,8,448,200,325,3.33,32,2560x1440,Ultra,35,49,59
Intel i9-13900K,24,32,125,RX 7800 XT,RX 7000,16,624,250,375,2.66,16,3840x2160,Ultra,29,35,41
Intel i9-14900K,24,32,125,RX 7900 XTX,RX 7000,24,960,250,375,3.28,16,2560x1440,Ultra,43,62,69
Ryzen 7 5800X,8,16,105,RTX 4070,RTX 4000,12,504,250,355,5.31,16,2560x1440,Medium,57,69,86
Ryzen 7 7800X3D,8,16,120,RTX 3060,RTX 3000,12,360,150,270,4.06,16,3840x2160,Low,36,52,66
Ryzen 3 4100,4,8,65,RTX 4060,RTX 4000,8,272,250,315,8.75,32,3840x2160,Low,46,56,71
Intel i7-12700F,12,20,65,RTX 4070 Super,RTX 4000,12,504,200,265,4.4,32,1920x1080,Low,80,108,128
Intel i9-13900K,24,32,125,RX 7800 XT,RX 7000,16,624,250,375,2.66,8,1920x1080,Ultra,44,55,68
Ryzen 5 7600X,6,12,105,RX 6600 XT,RX 6000,8,256,200,305,5.0,8,1920x1080,Ultra,26,37,47
Ryzen 9 7950X,16,32,170,RX 7700 XT,RX 7000,12,432,150,320,2.34,8,2560x1440,Low,55,76,98
Ryzen 9 7950X3D,16,32,170,RTX 4090,RTX 4000,24,1012,250,420,3.75,8,1920x1080,Medium,87,121,136
Intel i9-12900K,16,24,125,GTX 1060,GTX 1000,6,192,120,245,1.88,32,3840x2160,Low,24,32,36
Intel i9-13900K,24,32,125,RX 6800 XT,RX 6000,16,512,120,245,2.66,32,3840x2160,Low,54,69,85
Ryzen 7 7800X3D,8,16,120,RTX 4070,RTX 4000,12,504,150,270,5.31,32,2560x1440,Low,66,81,101
Ryzen 7 5800X,8,16,105,RTX 3080 Ti,RTX 3000,12,912,150,255,6.12,8,1920x1080,Low,98,116,135
Intel i5-12600K,10,16,125,RTX 3080,RTX 3000,10,760,200,325,5.94,32,1920x1080,Medium,69,91,102
Ryzen 5 7600X,6,12,105,RTX 3060 Ti,RTX 3000,8,448,120,225,5.83,32,3840x2160,Medium,33,44,50
Ryzen 7 5800X,8,16,105,RTX 4070 Ti,RTX 4000,12,576,150,255,5.62,16,1920x1080,Low,76,109,124
Intel i5-12600K,10,16,125,RTX 4090,RTX 4000,24,1012,300,425,7.5,8,3840x2160,High,44,61,70
Ryzen 9 7950X3D,16,32,170,GTX 1080 Ti,GTX 1000,11,484,250,420,2.03,16,3840x2160,Medium,36,46,59
Intel i7-13700K,16,24,125,RTX 4080,RTX 4000,16,716,300,425,4.38,32,1920x1080,High,66,89,108
Ryzen 9 7950X,16,32,170,RX 6600,RX 6000,8,224,300,470,1.72,32,3840x2160,Medium,30,36,41
Intel i7-12700F,12,20,65,RTX 4070,RTX 4000,12,504,200,265,4.25,8,1920x1080,Ultra,42,60,70
Intel i9-13900K,24,32,125,Intel Arc A750,Intel Arc,8,512,250,375,1.72,32,2560x1440,Medium,35,42,51
Ryzen 5 7600X,6,12,105,GTX 1650 Super,GTX 1000,4,192,250,355,3.33,32,2560x1440,High,21,31,39
Ryzen 5 5600X,6,12,65,RTX 2070,RTX 2000,8,448,150,215,5.83,16,1920x1080,High,43,56,71
Intel i9-14900K,24,32,125,RX 6600,RX 6000,8,224,120,245,1.72,8,3840x2160,High,20,29,36
Intel i9-13900K,24,32,125,RTX 2080 Ti,RTX 2000,11,616,150,275,2.66,8,3840x2160,Medium,37,51,61
Intel i9-14900K,24,32,125,RX 7800 XT,RX 7000,16,624,250,375,2.66,32,1920x1080,Ultra,42,59,67
Intel i9-12900K,16,24,125,RTX 3080 Ti,RTX 3000,12,912,250,375,4.08,32,2560x1440,High,55,70,80
Intel i5-12600K,10,16,125,RTX 4070 Super,RTX 4000,12,504,250,375,5.5,8,2560x1440,Ultra,39,52,63
Intel i7-13700K,16,24,125,RX 7600,RX 7000,8,288,300,425,2.5,16,1920x1080,Ultra,36,45,57
Intel i7-13700K,16,24,125,RTX 3060,RTX 3000,12,360,250,375,2.71,16,2560x1440,Ultra,26,36,43
Intel i5-12600K,10,16,125,RTX 4080,RTX 4000,16,716,300,425,6.56,8,1920x1080,Ultra,50,70,77
Ryzen 7 5800X,8,16,105,RX 7700 XT,RX 7000,12,432,300,405,4.69,16,2560x1440,Ultra,37,49,58
Intel i5-12600K,10,16,125,RX 6700 XT,RX 6000,12,384,200,325,4.38,16,1920x1080,Low,63,88,110
Ryzen 7 5800X,8,16,105,RX 7800 XT,RX 7000,16,624,250,355,5.31,32,3840x2160,Ultra,32,40,49
Intel i9-14900K,24,32,125,RTX 3080 Ti,RTX 3000,12,912,150,275,3.06,16,2560x1440,Low,80,101,125
Ryzen 3 4100,4,8,65,RX 6900 XT,RX 6000,16,512,150,215,11.25,16,3840x2160,Medium,43,55,67
Intel i3-12100F,4,8,58,GTX 1660,GTX 1000,6,192,150,208,6.25,16,1920x1080,Ultra,31,37,41
Ryzen 9 5900X,12,24,105,Intel Arc A770,Intel Arc,16,560,250,355,2.71,32,2560x1440,High,37,44,54
Ryzen 5 5600X,6,12,65,RX 6700 XT,RX 6000,12,384,150,215,5.83,8,3840x2160,Low,44,55,64
Ryzen 3 4100,4,8,65,RTX 3070,RTX 3000,8,448,120,185,10.0,32,3840x2160,Ultra,28,34,42
Intel i7-12700F,12,20,65,GTX 1060,GTX 1000,6,192,150,215,2.25,32,3840x2160,Ultra,14,19,22
Ryzen 7 5800X,8,16,105,RTX 3060,RTX 3000,12,360,300,405,4.06,8,3840x2160,Medium,32,42,47
Intel i9-13900K,24,32,125,RTX 3060,RTX 3000,12,360,250,375,2.03,32,1920x1080,Low,60,74,85
Ryzen 9 7950X,16,32,170,GTX 1080 Ti,GTX 1000,11,484,200,370,2.03,8,3840x2160,Medium,30,40,46
Intel i3-12100F,4,8,58,RTX 3080 Ti,RTX 3000,12,912,120,178,12.25,32,2560x1440,Ultra,42,60,69
Intel i5-12400F,6,12,65,GTX 1080 Ti,GTX 1000,11,484,250,315,5.42,16,1920x1080,Low,66,79,98
Ryzen 9 7950X3D,16,32,170,RTX 4080,RTX 4000,16,716,150,320,3.28,16,3840x2160,Ultra,38,46,59
Ryzen 7 5800X,8,16,105,RX 6600 XT,RX 6000,8,256,250,355,3.75,16,2560x1440,Low,52,64,70
Intel i7-13700K,16,24,125,RTX 2070,RTX 2000,8,448,200,325,2.92,32,3840x2160,Low,41,52,65
